VALUE,BPS_CODE,ZONE,BPS_MODEL,BPS_NAME
2594,16320,75,7516320,Western North American Boreal Alpine Talus and Bedrock
2595,16320,70,7016320,Western North American Boreal Alpine Talus and Bedrock
2596,18040,79,7918040,Hawaii Freshwater Marsh
2597,18060,79,7918060,Hawaii Bog
2598,18080,79,7918080,Hawaii Lowland Rainforest
2599,18090,79,7918090,Hawaii Montane Cloud Forest
2600,18100,79,7918100,Hawaii Montane Rainforest
2601,18110,79,7918110,Hawaii Wet Cliff and Ridge Crest Shrubland
2602,18130,79,7918130,Hawaii Lowland Dry Forest
2603,18140,79,7918140,Hawaii Lowland Mesic Forest
2604,18151,79,7918151,Hawaii Montane-Subalpine Dry Forest and Woodland - Lava
2605,18160,79,7918160,Hawaii Montane-Subalpine Mesic Forest
2606,18170,79,7918170,Hawaii Lowland Dry Shrubland
2607,18180,79,7918180,Hawaii Lowland Mesic Shrubland
2608,18190,79,7918190,Hawaii Lowland Dry Grassland
2609,18200,79,7918200,Hawaii Lowland Mesic Grassland
2610,18210,79,7918210,Hawaii Montane-Subalpine Dry Shrubland
2611,18220,79,7918220,Hawaii Montane-Subalpine Dry Grassland
2612,18230,79,7918230,Hawaii Montane-Subalpine Mesic Grassland
2613,18240,79,7918240,Hawaii Alpine Dwarf-Shrubland
2614,18250,79,7918250,Hawaii Dry Cliff
2615,18260,79,7918260,Hawaii Dry Coastal Strand
2616,18270,79,7918270,Hawaii Wet-Mesic Coastal Strand
2617,18280,79,7918280,Hawaii Subalpine Mesic Shrubland
408,10020,2,210020,Mediterranean California Sparsely Vegetated Systems
409,10060,22,2210060,Rocky Mountain Alpine/Montane Sparsely Vegetated Systems
410,10010,21,2110010,Inter-Mountain Basins Sparsely Vegetated Systems
411,10060,21,2110060,Rocky Mountain Alpine/Montane Sparsely Vegetated Systems
412,10010,20,2010010,Inter-Mountain Basins Sparsely Vegetated Systems
413,10060,20,2010060,Rocky Mountain Alpine/Montane Sparsely Vegetated Systems
385,10040,13,1310040,North American Warm Desert Sparsely Vegetated Systems
407,10950,14,1410950,Apacherian-Chihuahuan Mesquite Upland Scrub
384,10060,15,1510060,Rocky Mountain Alpine/Montane Sparsely Vegetated Systems
403,10640,15,1510640,Colorado Plateau Mixed Low Sagebrush Shrubland
404,10780,15,1510780,Colorado Plateau Blackbrush-Mormon-tea Shrubland
406,10930,15,1510930,Southern Colorado Plateau Sand Shrubland
402,10950,15,1510950,Apacherian-Chihuahuan Mesquite Upland Scrub
405,11080,15,1511080,Sonora-Mojave Semi-Desert Chaparral
381,11250,15,1511250,Inter-Mountain Basins Big Sagebrush Steppe
401,10660,16,1610660,Inter-Mountain Basins Mat Saltbush Shrubland
400,10820,16,1610820,Mojave Mid-Elevation Mixed Desert Scrub
395,10820,24,2410820,Mojave Mid-Elevation Mixed Desert Scrub
398,10870,24,2410870,Sonora-Mojave Creosotebush-White Bursage Desert Scrub
397,11080,24,2411080,Sonora-Mojave Semi-Desert Chaparral
399,11261,24,2411261,Inter-Mountain Basins Montane Sagebrush Steppe - Mountain Big Sagebrush
396,11460,24,2411460,Southern Rocky Mountain Montane-Subalpine Grassland
383,10010,25,2510010,Inter-Mountain Basins Sparsely Vegetated Systems
393,10760,25,2510760,Chihuahuan Stabilized Coppice Dune and Sand Flat Scrub
394,10780,25,2510780,Colorado Plateau Blackbrush-Mormon-tea Shrubland
391,10860,25,2510860,Rocky Mountain Lower Montane-Foothill Shrubland
392,10950,25,2510950,Apacherian-Chihuahuan Mesquite Upland Scrub
390,11250,25,2511250,Inter-Mountain Basins Big Sagebrush Steppe
388,10720,28,2810720,Wyoming Basins Dwarf Sagebrush Shrubland and Steppe
389,10930,28,2810930,Southern Colorado Plateau Sand Shrubland
387,11470,28,2811470,Western Great Plains Foothill and Piedmont Grassland
386,11490,28,2811490,Western Great Plains Shortgrass Prairie
